bc_30d,bc_3090d,bc_90280d,bc_280d,no2_30d,no2_3090d,no2_90280d,no2_280d
0.163790604051851,0.158457076609632,0.146902445239644,0.144607254023475,12.794387136018,12.4447093861249,10.743033500082,9.80132260117198
