"","coef","robust.se","OR","OR_lci","OR_uci"
"bc_all",0.249476738706473,0.066788786012709,1.03673478682421,1.01729437941273,1.05654669873622
"no2_all",0.00712057706594771,0.00127821541514143,1.07228412866835,1.04627501206402,1.09893980008736
