"","coef","robust.se","diff","diff_lci","diff_uci"
"bc_all",-27.7273763059179,4.99404795845458,-4.00957974887434,-5.42501784038729,-2.59414165736139
"no2_all",-1.70330978904165,0.0964116096101619,-16.6946887321314,-18.5467788239593,-14.8425986403034
