"","coef","robust.se","OR","OR_lci","OR_uci"
"bc_all",0.300581349560959,0.0686385637703539,1.04442473766712,1.02430297610981,1.06494177806049
"no2_all",0.00611716383517633,0.00128400479459253,1.06179014121722,1.03592034807845,1.08830597456388
