minimum,objective,depth,col_rate,label
8165.63763548592,0.947704597258789,6,0.8,no2_all
14512.5811765493,0.947540067300383,6,0.9,no2_all
13434.4545429943,0.947672318904785,6,1,no2_all
7293.5888967883,0.947621284997639,8,0.8,no2_all
14568.515177989,0.947669391207089,8,0.9,no2_all
21334.2752548336,0.947916607914818,8,1,no2_all
6347.71732414204,0.948419796436719,10,0.8,no2_all
17957.3509639594,0.948522376448282,10,0.9,no2_all
10942.9150409247,0.948592214118557,10,1,no2_all
