"","optimal_ntrees","AAC","depth","col_rate"
"1",8788.7440104112,0.0836902429057873,6,0.8
"2",11803.9267390345,0.0834701974912155,6,0.9
"3",15451.2316847586,0.0838766371315928,6,1
"4",12712.8432353022,0.0812412327524839,8,0.8
"5",9560.30173615124,0.0814983735444126,8,0.9
"6",3803.07408773248,0.0818351338603264,8,1
"7",10023.3440530363,0.0787855337413303,10,0.8
"8",15617.8336175164,0.0785374229721415,10,0.9
"9",10588.9435991992,0.0786378579658719,10,1
