"","optimal_ntrees","AAC","depth","col_rate"
"1",15527.8477116483,0.0736042112639677,6,0.8
"2",10154.5437085515,0.0736082416522692,6,0.9
"3",19690.6416890084,0.074066085034738,6,1
"4",23224.8733805779,0.0721664241506869,8,0.8
"5",15451.21408807,0.0724359611303973,8,0.9
"6",9549.76813224864,0.0720678133197734,8,1
"7",12348.1262782685,0.0694986985923357,10,0.8
"8",9594.38328026068,0.0692855428025817,10,0.9
"9",15983.4407804702,0.0699033281933513,10,1
