"","OR for IQR","lower CI","upper CI"
"bc_30d",1.01061261195187,0.996032966260255,1.02540567032729
"bc_3090d",1.02074256619442,1.00535144081729,1.03636931737439
"bc_90280d",1.01240417885522,0.997216343892464,1.0278233280481
