minimum,objective,depth,col_rate,label
15480.4169811721,0.988110808047964,6,0.8,bc_all
6101.35055718494,0.98806507827064,6,0.9,bc_all
9549.4415749018,0.98820787451027,6,1,bc_all
9549.76802922408,0.988631663617023,8,0.8,bc_all
21353.3262943338,0.988597929706413,8,0.9,bc_all
8138.29409055135,0.988618476250565,8,1,bc_all
5902.46336951724,0.989181718512804,10,0.8,bc_all
14562.3665603874,0.989254833681741,10,0.9,bc_all
15431.495388275,0.989221934904098,10,1,bc_all
