minimum,objective,rate,depth,exposure,ntree
1486.32367746082,0.323149888524813,1,8,bc_30d,1486
829.608670418197,0.245049512493449,1,8,bc_3090d,830
1427.05107514735,0.2969654058913,1,8,no2_30d,1427
1999.99988237179,0.280429679270072,1,8,no2_3090d,2000
529.043168055382,0.0392292915315271,1,8,no2_90280d,529
1999.99988237179,0.99833323978458,1,8,bc_90280d,2000
