,optimal_ntrees,AAC,depth,col_rate
1,13516,0.067549701,6,0.8
2,9550,0.067333589,6,0.9
3,17705,0.068242592,6,1
4,9499,0.066674327,8,0.8
5,5903,0.066505018,8,0.9
6,16561,0.065833987,8,1
7,9550,0.064338839,10,0.8
8,14747,0.063851306,10,0.9
9,18236,0.06375686,10,1
