"","coef","robust.se","diff","diff_lci","diff_uci"
"bc_all",-17.5925532152876,9.23303735565309,-2.5440108117246,-5.16088451463504,0.0728628911858493
"no2_all",-1.92465713227246,0.180925192133465,-18.8641854500489,-22.3398016861784,-15.3885692139194
