"","coef","robust.se","OR","OR_lci","OR_uci"
"bc_all",0.241729050697251,0.135677716443315,1.03557390874271,0.996507429390784,1.07617192691104
"no2_all",0.00677329669458601,0.00237814472932755,1.06864048514333,1.02091832067005,1.11859339123021
