"","coef","robust.se","diff","diff_lci","diff_uci"
"bc_30d",-22.2201549410189,41.0500795636207,-3.63945259991522,-16.8175004088246,9.53859520899412
"bc_30280d",-9.82039098091257,55.0866819605058,-1.4265034021879,-17.1098499258458,14.25684312147
"no2_30d",-0.232885890314498,0.219958989057252,-2.97963223919992,-8.4954421847248,2.53617770632496
"no2_30280d",-1.20896724197929,0.322486454112247,-12.1541810913711,-18.508525314783,-5.79983686795915
