"","coef","robust.se","OR","OR_lci","OR_uci"
"bc_30d",0.160081358817343,0.477506004900926,1.02656658606282,0.880671217741977,1.19663154011401
"bc_30280d",0.238028803490304,0.651756763105658,1.03518059997419,0.859863833056688,1.24624252511419
"no2_30d",-0.00236245730465721,0.00264988365006475,0.970226050047918,0.907850009891172,1.03688778755912
"no2_30280d",-9.37479833592374e-05,0.00474716193695163,0.999057961911923,0.909844468347058,1.09701915655202
