"","coef","robust.se","OR","OR_lci","OR_uci"
"bc_30d",0.428325920087402,0.101250927470916,1.07267524940746,1.0383696255552,1.10811426140872
"bc_30280d",0.421241016839851,0.117544434703019,1.06310002024771,1.02811181231005,1.09927893009155
"no2_30d",0.00359161799443972,0.0012103275752678,1.04702472957052,1.01572406798697,1.07928995569128
"no2_30280d",0.00446667799463119,0.00153546098084811,1.04592861242934,1.01475789130969,1.07805681696789
