"","coef","robust.se","diff","diff_lci","diff_uci"
"bc_30d",-63.0575722710855,6.91957374913748,-10.3282378523244,-12.5495849155398,-8.10689078910897
"bc_30280d",-73.9539374390208,7.76588267653898,-10.7424993126038,-12.9534698184251,-8.53152880678261
"no2_30d",-0.826617611383874,0.0666913134118384,-10.5760657334958,-12.248452987928,-8.90367847906361
"no2_30280d",-1.59835623081998,0.0883969640202528,-16.0688481898835,-17.8106414668617,-14.3270549129053
